grade,credit,weight
F,18,66.67846954456277
A,19,61.77564293597558
A,15,73.7968498186157
A,16,69.21698791549122
D,15,62.721499938360196
D,17,79.8180042814913
C,16,72.18578782206936
A,19,67.85208130187071
B,21,61.66483354862412
C,16,65.78918637344601
F,14,80.51595171489863
F,18,68.34927349680439
C,17,73.15716344597897
D,18,52.69856191909136
A,17,67.46988098455526
D,17,56.8702596853041
A,16,68.66656417509157
C,18,83.00300745939235
A,20,88.01524242927164
D,15,60.764092725610006
D,19,55.83367092052437
D,18,81.30182587113654
A,17,64.28839289834065
B,17,65.71097007610115
D,19,72.95316265836345
D,17,60.331919600209645
C,17,53.856019303553566
D,19,63.56757154499105
F,20,68.56714803143593
F,18,68.16266068708937
B,17,61.79444815497925
C,16,59.09572931007733
B,15,67.18934129386575
D,20,58.251720454856475
C,21,65.9027936404614
F,17,64.5924321104922
B,16,66.0383208740049
A,16,64.13370665419987
F,18,52.90501922087556
B,18,72.3044426881715
A,21,57.27102345749089
D,18,73.55941950746126
A,19,78.6102834373276
B,17,77.53468911692475
D,14,56.11274927940353
A,17,64.02000233790758
F,18,65.61366771909839
A,18,79.19314461865856
F,15,75.55175651476819
C,17,64.81963941331055
A,17,56.47775004272437
D,16,66.59891145416579
C,15,67.65533953752991
F,17,68.41034530942032
A,18,63.97275898978436
F,15,62.288234366858966
C,15,61.27458792887038
A,17,61.67220550783284
A,21,57.397750192772065
D,17,82.24251883514164
C,16,72.74250497670288
C,16,56.84879710456179
A,16,69.6779291325727
A,18,51.09374592779771
A,17,64.10516790057268
A,16,67.94206877302611
A,19,74.0584350216827
B,17,60.81626899185377
D,16,84.76201421435177
D,17,83.09421525270834
D,20,48.65816239420535
D,19,70.12236470001787
A,15,60.152256393066565
F,19,56.80202017074008
F,19,60.473546358638615
C,16,55.162109162306464
F,19,70.83921437788996
B,16,68.5306622523417
C,15,77.44340839039444
C,16,62.328764924747304
F,19,63.470742129747805
D,19,56.327288233277635
F,17,59.146555627810045
F,16,61.36662275622982
D,16,57.12326423548882
C,18,66.04580091321114
A,16,62.09371959345522
F,18,63.27828600327057
A,17,62.887024599709
C,17,63.06965175723578
D,17,76.94260842520376
A,20,70.94418694008779
A,18,73.33707968316617
F,14,55.207185449500976
D,17,66.96377006516664
C,18,75.28859421804
C,16,76.75257781614373
F,18,61.382084640929826
F,18,77.23052597442108
A,19,67.87186820759229
B,16,69.1177736843925
C,16,82.30676608904406
C,16,55.78367637829501
A,16,68.67657447053152
D,19,49.82070727085235
F,17,79.47579364261402
C,18,60.27919935959599
C,16,83.89394859634797
D,16,70.8730022129912
D,18,64.5628083781498
F,16,66.17618991992404
C,19,64.93242821520256
F,17,68.33585355357638
D,18,66.74343217288092
C,16,69.76523522237316
C,17,75.68131326522685
F,16,72.72986553359891
C,20,58.81030844512782
B,18,65.42801769687281
C,17,66.36305135158841
A,21,83.91246272955394
D,17,65.0022545412537
F,18,77.41098538941314
D,18,71.090639655519
C,19,76.16001302378861
F,18,63.33547327085043
D,18,62.51605835975754
D,15,71.37151897960446
A,18,62.36238610058184
A,18,76.84348900263491
B,17,73.1256318761378
D,16,68.2975716668124
A,17,66.22622112087596
A,19,73.14886974831853
D,15,79.52390849897589
D,18,68.1291773512392
C,20,67.68765921613137
B,19,66.45347109432443
B,19,61.59971744332543
F,18,69.82160791393211
B,16,54.62775249950381
C,14,74.3568083675438
C,18,67.97285883781258
D,19,79.88560383285271
F,16,54.70829544589035
D,18,74.52727863569878
F,18,67.90793387424114
F,16,57.5967544000778
D,20,65.45067787661057
D,18,60.03022561548825
C,16,71.4418544309874
F,19,67.98713927837416
D,16,57.23228217598508
B,19,84.05842154304173
C,17,68.94629394195084
D,19,54.598917969621354
A,14,62.65030659374612
A,14,63.16846951405464
F,17,76.21288605493265
A,18,82.77531390004617
A,19,73.91297525354945
F,20,76.2061548606977
A,16,61.97707232462345
D,19,83.95100761600794
A,17,77.94147887388642
F,17,75.45751785021366
D,17,63.0557156301934
D,18,68.32418675285912
A,17,69.77308834094877
A,16,64.90465214649728
B,17,66.53632755136488
A,17,83.5510204808259
D,17,71.53918129727754
A,18,66.99212100659587
B,15,72.87950670855585
A,20,79.78968018468089
B,19,67.8544303985471
F,16,47.96657162602365
A,17,85.66376293294026
D,16,60.417281885755244
A,17,78.36501401781484
B,17,69.71269236525775
B,19,70.44607828245523
B,19,83.69098971866728
F,14,63.637578884189345
D,17,65.53324999452377
A,17,72.4584346505809
B,17,78.68208717611795
C,18,51.8144613654988
C,18,79.6013396770327
D,16,69.80629073588096
A,16,70.83668400064332
F,18,73.41021082769994
C,18,79.3466242701369
D,18,69.4876113881765
A,18,63.418954956976904
A,21,61.454507113633596
D,21,64.08358591104921
B,18,87.70618022420129
B,17,83.923852196339
F,19,60.11595101879492
F,18,63.40631989493321
F,17,64.97645787524895
B,19,62.42827308885514
B,17,56.37559296664213
D,17,66.60348688742565
A,18,72.8672065113511
B,18,63.984201753925454
C,15,50.68923064340915
A,17,69.01022945661741
F,20,67.28820822127824
B,15,61.464162743008686
C,18,63.71738321684066
F,18,65.69481559483762
D,19,63.64407405500755
A,19,69.581668781622
A,19,69.01001781608949
B,17,57.3911262708156
A,16,72.91477855433686
C,18,75.08712632968883
F,19,61.880955368282905
A,18,60.6507106375469
F,18,69.99543876453235
C,17,78.09622088713915
B,18,57.972594493444724
F,15,77.35685575701177
F,20,82.50765744768609
F,16,68.84971330321989
B,18,76.42689926626397
D,18,64.65091996550474
F,18,58.20480050889538
F,18,76.26542098518372
C,16,56.761675013393045
F,16,69.26884800807959
D,15,57.330233721001676
D,17,62.20308620042318
D,17,75.14569793371194
F,15,71.81167543756375
C,16,81.85065918028651
F,15,61.33503421571096
B,15,58.70846989711834
C,17,68.16804854905055
B,18,67.60067811265756
F,17,57.2968497841741
F,18,69.50821131863083
D,17,71.96756398349777
D,17,56.500131556146314
C,15,64.80620098615914
F,18,84.7805700359362
A,17,82.0397941698203
A,17,63.085315899366066
C,18,73.30935536380171
B,17,72.49906738696536
C,17,82.7243150021197
A,16,61.517913614996964
A,16,58.8546967496923
A,17,63.593099854964116
C,15,78.30670568175758
B,18,57.13713385934683
B,16,64.39306414880548
B,19,56.132504330641105
F,18,81.76499372364553
D,16,70.45174127706399
D,18,52.07015832557931
F,18,74.04380508025643
D,19,57.787728993146104
C,17,66.24532642169088
B,22,59.24174671970675
D,18,57.00976125059442
A,21,79.44455316674672
C,14,77.84083308523178
F,16,74.01633924612676
D,17,81.36080271078696
C,15,68.57965202424852
A,15,51.863463864844206
C,17,71.9104223889614
F,15,65.3035815299339
A,19,78.0803427298206
D,15,80.96571608125473
A,21,80.6807859030341
D,18,53.42739664359877
C,16,58.76479241835769
D,19,75.04616696541609
D,18,60.0631884303477
B,18,66.94885987474065
C,15,64.76569097011776
A,15,73.68224235515599
C,17,66.99635614606757
B,17,50.64930980638614
A,16,64.5805896046026
C,18,78.2402837348668
B,20,80.26422188459595
C,16,61.10696412522933
A,17,71.15270023714555
F,18,71.0154563284722
C,19,65.36096583443724
A,18,65.32892318401944
F,20,62.73217564887396
C,17,66.20878565742305
A,15,84.47335118586321
F,20,63.01388259572222
F,16,84.84141168618277
F,20,69.60293495945442
B,18,66.9161017135273
B,17,68.5748032037541
A,17,66.21260954546408
F,18,63.547548513681726
B,16,69.46816368351179
A,17,78.7487664898027
D,18,75.66301486771306
C,16,78.66841645504813
D,16,63.18583474806615
A,16,90.52782342264987
B,16,54.14837707969086
C,17,53.85659675354182
B,17,62.87293548065952
B,18,80.22949163739081
D,17,68.28027133640225
B,17,67.46455235942801
B,19,73.1320350100374
A,18,64.00079949294292
B,15,61.8643933218639
D,18,76.6060917811336
C,17,56.489843228321135
F,17,66.27678801834281
A,18,65.52672354020208
B,19,67.2524122284561
C,15,66.63023365246815
C,18,77.78196290969278
F,16,69.86912009551227
B,20,77.30086872155798
F,18,68.68274017115536
A,18,73.41294026794178
D,16,51.3492032085491
B,16,76.06663791478613
C,17,63.44286538530897
F,16,72.05603530223053
C,17,73.49555424392256
B,18,53.274079407526315
B,16,64.92011613383784
A,18,64.94583053845372
D,18,54.641168268494305
A,15,64.5820773319732
A,20,67.41814074412683
F,18,56.04160283131272
D,17,76.45593106448446
D,21,75.34227151447554
F,19,60.0214505442406
B,17,77.75088944940359
C,18,62.845358067454555
A,17,58.91254710507726
C,20,59.93249293251308
D,16,66.20143500386854
A,17,75.62144260588762
C,17,57.47444749482186
F,19,56.319666933385975
B,16,78.3267572568841
D,16,77.70392648301019
B,19,56.40064980588281
D,16,70.24657006960507
F,19,78.7451328221202
D,18,66.39827989430867
F,18,66.11791585219318
F,14,60.56206756904766
C,16,64.14383502733324
A,19,70.32728881961447
A,18,69.16623124470522
B,15,59.25100608698634
C,20,70.62298341788075
B,15,73.01560096796064
C,18,76.148762977999
F,18,72.38310157269437
D,17,85.09253186370121
F,17,60.34066320592572
C,19,53.80565995658699
B,18,63.60677684542228
A,19,67.2827842432561
A,17,56.62701607701919
F,17,62.56798180051801
F,17,51.22413978973854
F,16,51.9151275728118
D,17,61.44443304832254
F,19,72.68580903700654
F,16,69.52868240972587
D,17,66.94576816549589
C,17,71.86363829503101
C,15,94.41502563246534
D,19,68.48471466027198
B,19,86.54297891385434
F,17,54.657726018681615
A,18,61.26248879202231
D,20,58.994412463699334
D,16,66.21139362115008
B,18,68.63233582552915
D,16,62.13915807750576
A,22,60.470075278812004
A,20,77.11487568400969
C,17,72.98328901188671
A,19,53.96070787540981
D,19,66.43410559295867
A,20,58.56987937998418
F,17,81.60075252917109
B,20,65.33413224165135
D,15,65.64137695044325
D,17,61.62869132909556
A,17,59.144467382060924
C,21,67.96993392150615
A,19,72.88977409352295
D,18,76.39831748873645
D,17,76.91029596477263
F,19,76.0063548912494
A,15,67.11706049956025
F,16,65.68888346662618
B,17,73.11336054755989
A,16,60.98138106781641
F,21,77.49108012400967
F,17,61.78224201964809
A,15,63.44955810916963
C,18,72.87555201270328
D,15,81.60188521025897
F,18,65.8026917632503
B,20,68.43522044098391
D,17,59.54539507813936
F,19,61.699263791865214
D,19,70.5930585013247
B,17,76.50012688581626
C,18,79.78705751596519
F,17,77.68939939549986
C,18,77.60088921634205
F,14,96.21284432327339
A,15,67.53524547184207
B,15,73.02176415750297
B,18,60.569250939293504
A,17,62.00024644260195
F,20,70.28688923098186
D,18,61.89492466330856
B,17,58.89300668215503
A,18,78.0780845800151
F,16,68.6885265045757
C,19,69.44264204033513
F,15,53.64688520143403
D,15,66.54643401060265
B,17,72.6288793999607
A,18,56.88135566949569
C,20,66.30920883216223
A,17,79.18467744835907
D,16,61.123580008981804
A,17,61.74624856308647
F,20,74.7037926296296
D,18,48.230849737194205
D,16,76.8427687386267
A,19,75.83185025460585
C,17,71.6128025793374
B,17,65.14384591495853
D,20,92.657178217492
D,18,70.78211190139267
A,19,61.814488647227144
A,18,69.45530329468525
B,17,66.1092516704646
B,21,82.27081834263481
C,18,74.00362286407419
A,15,56.25025297377532
A,16,77.97855094372174
D,17,71.22541750974534
B,17,61.72251275875687
F,21,60.97749336568354
A,15,76.08467634079328
B,17,56.791894045910745
D,17,57.79415479503049
C,16,66.09925409940978
B,20,72.31743847823803
F,17,64.90680640229903
C,18,57.586604118817085
B,15,57.20819927631638
F,16,63.39924110953635
F,16,63.13927153249374
B,17,66.15920992830846
B,18,61.9480748000279
C,17,60.14311204950058
D,19,61.41323652414114
D,21,72.85000899648506
F,19,68.28831703065747
B,18,68.26841850860507
F,18,63.30814293915037
B,14,69.05180544603927
F,20,71.33410631586119
C,18,67.87147710538552
D,18,77.06929071585759
D,17,58.66541562992097
A,18,70.38981817506459
A,18,68.90188495784331
C,18,68.59867124851809
C,16,67.25837630478851
B,16,63.16063641827176
F,17,60.48573287601229
C,17,61.62777258823165
B,14,54.38994642601773
B,18,55.180964476438746
C,17,70.69470802314741
D,16,69.89229009472496
F,20,73.28133143660295
F,17,75.24952269469043
F,17,68.1600133005887
B,14,65.10667722204987
D,20,67.10594095212002
A,17,69.67446666089889
D,18,62.837901006344005
B,17,64.36382969808709
F,18,65.12065962314676
F,18,72.68820376448598
D,18,54.78846877850441
D,17,64.60383655632577
F,21,64.8202504606346
A,16,63.13669028196611
A,18,67.23045834844903
D,15,53.52239356957154
A,16,77.0720415557244
C,15,65.16849101400004
F,21,75.773768104988
F,15,69.26450047932012
A,16,78.97443575278662
B,18,70.11876832431903
F,17,76.78716474263038
A,15,52.470839902609335
A,16,71.591536814898
D,17,54.790431408613685
C,17,63.47713967416844
F,15,76.31825023673817
D,17,57.56281573773626
A,20,66.86965188628292
D,19,78.5709836990279
A,16,61.122759124094515
C,16,70.57164237876533
B,15,62.15469264514239
C,15,64.79244207614927
F,18,70.2301720023421
D,18,61.866386786464986
A,18,74.1503772421465
F,17,66.39413277684608
F,17,78.86651979448298
C,19,49.950215259560636
C,16,68.20304882265377
B,19,58.91436066588537
F,17,69.23991306292099
F,18,76.53337459688
A,17,73.50664307310757
B,20,75.52992601925787
C,16,70.06192147932816
B,17,69.7538741964614
B,18,51.29917211946264
D,20,70.54755081290325
B,17,60.024939378977905
C,18,65.40755111478026
B,15,72.16271928953978
B,16,61.18653731641762
C,18,66.22580170583954
C,18,84.80611348663086
D,19,79.57415451683087
C,18,66.25368551297746
D,19,71.48172359746039
A,21,74.81792569744285
F,19,72.93580490047412
C,19,69.36073549336203
B,17,83.06783364058282
C,17,65.62808024519451
A,16,79.3557198193353
C,19,64.462912843661
A,17,61.224478750937685
C,18,74.16708702286152
B,18,67.53620453401018
B,21,51.056138760291844
C,17,67.36698855966449
C,16,65.00530322396904
B,19,67.0884329141158
D,19,66.45813358444929
C,17,73.93481439637549
A,20,69.06866748527952
F,18,75.12296873027611
C,16,71.18589133030247
B,18,81.56888379042304
D,17,56.65673813275812
B,14,67.93739942301849
C,20,73.44286461051895
A,20,80.22244916403791
F,18,72.85644608292083
A,17,66.8389305416956
B,15,72.43647073233905
D,19,64.70746585562551
D,15,82.77180611982574
F,18,88.81944919748858
F,20,75.00119244082711
A,17,61.10752457397652
B,16,65.28460943659336
C,19,62.564887066067016
C,15,65.36079237108649
D,18,81.16640483677384
D,19,66.56733885754322
F,18,59.3281999920326
D,17,65.98167167994109
C,17,67.19674568464599
B,19,63.13453512075582
C,18,67.91116759943725
C,18,74.64465541153643
F,17,75.11142491434734
D,19,66.99603655222231
D,16,67.31128141676072
C,17,65.49199230410284
D,15,55.9814830808973
D,18,73.53324467571021
F,19,53.28040934822565
C,16,66.94682184854503
F,14,58.41393322376309
D,14,64.04556858888624
D,16,75.39520196121082
F,16,80.88591171956999
C,17,72.41764093720948
B,17,58.11274193814237
D,15,46.82702441580181
B,17,83.45783968528855
F,21,74.72381508961863
C,17,61.06270450244178
A,19,68.51809036397012
A,16,65.53579030845809
F,19,72.24546325456353
D,17,72.30273609024648
D,16,68.95148926306605
D,17,69.65990769472593
C,15,65.03214441566963
A,18,60.749319541024484
C,18,76.93617540598969
D,18,61.865497633697764
F,17,80.7283906592117
C,16,58.00288753490888
A,18,72.36074078413773
C,21,67.67845146832406
F,18,76.57515440391325
B,19,73.08022717609431
B,15,69.0838774859294
F,18,64.80933579918357
A,16,75.18912077638983
A,17,64.2452329243464
B,17,59.671738172104334
D,21,72.48531787239271
D,18,67.39790565416986
C,18,79.78658679600602
B,17,71.48758689090624
C,18,59.74974878246606
A,17,64.96697153416986
D,16,68.69181136819239
B,15,68.87696586581066
D,21,78.00646809834919
B,18,65.34125378831745
D,18,69.3505923567044
F,16,68.03855736761147
D,19,70.46330717796549
D,20,77.99079424867047
B,16,73.55520486563714
F,20,85.75106020464521
B,18,58.86749321043389
C,20,74.25519008270199
D,18,66.91426093342007
F,16,72.63421649868377
D,17,76.8290299487208
C,17,63.00267696897142
F,19,69.11898260099971
F,18,63.720948057803
A,17,71.24073540618038
D,16,65.33510864115685
F,16,69.91465899466108
D,20,74.78851401741585
C,19,62.447498071337385
B,15,72.82320203745678
D,20,73.48901344930196
D,18,71.79009371198718
D,18,73.46390126324886
B,17,67.04474912821136
D,16,60.338490183612485
C,15,65.44568995834064
C,20,68.40833617259932
D,19,67.61104898798206
C,18,81.09727766932909
F,16,47.40435466914436
F,17,60.85964540890056
C,16,59.14650631999631
F,18,76.68390906426148
D,17,49.61908792088034
A,21,71.02647972396228
A,18,66.7535489928866
C,19,83.63101655239721
F,17,68.37365120532182
A,18,86.02517328634335
A,15,62.855756164792155
B,16,69.99439707559567
F,15,67.05650798916106
B,21,75.32690348973011
A,18,76.92875988469034
A,16,72.63558541918022
C,16,75.52818226375148
D,17,74.68264152667888
A,19,68.40987732612182
C,18,67.6319681628126
A,21,50.052619446505275
D,18,65.10128120868103
F,18,64.09436822580375
C,18,62.84404281808456
A,16,83.16237845964424
A,15,74.40041035893088
D,17,57.591516816119984
B,15,70.1542472757421
A,16,78.28884700423092
B,19,81.19176354408623
D,18,73.5491437154828
B,20,63.293544557702255
C,19,66.8290082556405
F,17,65.59321670930056
A,17,61.83524372574209
F,17,65.39044194669735
D,17,69.725739823589
C,18,61.64184808397551
D,16,69.01139505948989
D,15,73.47595562556025
A,15,57.73162579781528
F,16,67.775231712408
A,18,75.61732978802404
D,16,72.18854287386952
C,20,83.40114133424106
D,18,67.10693866393673
B,17,76.82998281415264
D,20,64.32913917338794
B,16,61.32246278260624
B,18,64.40766323067955
B,19,77.25915406163318
C,18,78.55882437497402
B,19,71.58830957503721
B,20,60.270025753446305
D,19,61.30773660387303
C,16,69.20780701401173
C,16,72.71112526707829
C,19,67.19705347727313
B,19,69.63959937319048
A,18,76.84799062887538
B,18,68.84478698774613
B,17,58.66058815154777
A,17,72.08704511412844
F,16,69.21236905620844
D,16,77.24828519862555
D,19,71.80226470185895
D,16,52.603223063041256
A,17,69.14854303448043
C,19,79.40410223890868
B,19,53.417415813302185
F,16,65.59053505693991
A,18,79.51618902409659
C,17,73.6942386916164
C,17,67.57468365174613
F,18,71.53862608364925
F,17,73.36275891621345
D,19,74.96837357139233
D,20,73.89310997344539
D,16,62.21441049333969
D,19,61.090699303482175
D,17,67.12143537913838
A,17,70.94475417128021
C,14,80.19665603568353
A,19,64.48950598155636
C,19,65.01835241693513
B,19,70.73243529801705
A,17,81.4310210378775
D,15,70.53644676109847
A,20,72.98244933988117
F,14,74.148345345604
F,17,63.51061391151676
C,16,64.39957694426596
A,20,61.33620659800578
B,18,68.46687503691781
A,18,54.17770504795112
C,17,72.90341151390106
B,20,81.81992750493312
D,17,69.39085510530255
B,18,69.88654752616398
C,18,69.81271461474637
B,16,67.78171724313515
F,18,66.60329777996849
B,18,60.76092042141196
F,17,63.27684292338259
A,21,71.2099818761769
A,16,59.38822631283223
B,16,59.81794244456624
A,15,60.34036482612857
B,15,51.69254710739355
A,16,64.24257635929176
F,19,72.48199767667185
C,20,71.09776110013043
B,16,51.99610405840846
A,17,69.37953468766055
F,17,58.38417670115707
D,17,84.48975956112423
F,19,65.91471875004179
D,21,66.0479798602137
B,18,64.93387689964992
A,18,62.2126466950112
A,17,67.97252608143782
B,16,73.27665185035669
C,14,66.24051474553077
D,17,76.1236296093068
C,17,55.137653281825635
C,15,71.52970364251826
D,19,69.97514600749288
F,18,69.89015151827654
C,17,66.48651122495423
C,18,61.2749732023808
C,18,64.05283855194992
F,17,70.116783452504
F,17,60.96011330704831
D,17,51.897078518053476
B,17,77.50110323399318
B,16,57.38947008830914
F,15,52.40595620899434
A,16,58.22003080058073
D,17,52.16780784167729
C,19,59.494009326300265
A,19,74.49160504011178
A,17,58.78241635225908
F,18,82.93464678757041
D,19,66.97619863091214
B,20,57.15560237477798
A,17,60.03879456869187
A,16,63.705011456770876
F,16,73.57904301075708
D,18,61.72825752533373
F,16,71.19925047171702
C,17,62.31861117207163
A,18,68.50609742096313
D,18,62.0516417525384
D,21,52.07285963265156
D,17,61.596854221853775
C,15,60.711276346052756
D,16,58.353729797269
C,17,71.20501009115729
D,19,70.24464606433666
D,16,56.68977644097178
F,17,73.32806318281666
C,17,73.01280943598263
B,17,75.28131337951936
F,19,68.92797329289266
D,15,58.522778057949935
A,16,57.25361950978221
B,17,69.61619815141583
A,19,65.12171756533749
B,15,54.37385455849161
F,16,70.15308138730225
A,20,53.90025329393385
F,17,57.30874081854587
A,16,69.139665437329
F,18,67.24663788557042
A,16,63.78470622400226
F,16,69.14995482916834
D,15,71.20560122926464
A,16,66.93463220624388
C,15,58.03065750631046
C,17,78.08833345001347
D,18,72.58952867452584
B,17,68.0534446098433
B,15,75.58321409774676
B,17,69.82500451362797
B,19,76.78640278270521
C,16,68.90309414066832
B,17,48.31578065006943
B,20,44.46331165719211
C,15,72.72693180100826
B,15,77.81939016810844
D,18,68.52242317289536
C,17,76.44393887105856
B,16,74.20747590658472
F,15,71.14860620300125
C,19,61.17497670400837
A,17,71.38486739074202
A,17,63.515480058932646
B,18,69.72145491618936
B,16,71.80419025953218
C,19,66.26741180769221
A,19,67.16495492153149
C,16,68.73410584447193
D,18,73.68817474659134
F,15,69.09960515222255
C,18,64.89525337796087
A,19,66.46300083503276
C,17,69.66952384112062
A,16,70.61576860941089
A,16,70.23865654594647
C,20,60.085101619925666
C,18,58.817700568861454
C,17,63.8548714584998
A,15,70.7516228649512
D,18,67.97687889589649
D,15,72.31268092321305
F,20,68.91460791392876
B,17,61.92878566898067
D,19,65.36140882465907
D,17,84.97881102090135
C,16,83.89854514129283
A,20,63.33770931851533
F,17,67.3052372187457
D,17,67.55502688820471
B,18,68.46528957921942
B,18,64.23115960671909
D,14,70.80645521042695
F,15,67.84237952176359
C,20,75.67301456761984
A,18,66.77851258832513
C,18,75.80740827011881
F,18,72.76374844809938
B,18,77.33045579917871
C,17,72.73153996007021
B,16,67.03065623790421
D,18,63.76455265787176
B,18,66.59582664196226
A,16,73.54534901567067
C,20,74.05565544876802
F,19,77.08861263941628
C,18,73.48491313959644
D,18,56.153968134116084
A,20,74.30184290009713
A,18,68.35545257622357
F,21,70.99788416344185
F,16,59.964798921614175
D,16,72.44573496701173
C,16,63.41908242267631
B,18,66.4052835472316
D,20,62.48534158112209
C,16,67.97234426600373
A,18,65.92468499190977
A,18,57.82521898009057
D,18,65.29842294997476
C,17,64.69482838447139
A,19,61.803203871587634
B,16,55.95050253879627
C,18,81.49532738195624
D,20,56.25857955805211
B,14,61.99844352324032
D,17,62.54679874459183
A,17,60.95834229218272
C,18,53.95736930864324
C,17,69.96962678733476
F,16,62.97644603742812
C,17,70.24289182436948
C,16,64.35652213251186
C,18,68.16264310202052
C,19,68.66047345904461
B,21,55.26530083056329
B,20,78.42246140975391
B,20,67.91681380895696
B,17,60.04706786681317
C,20,76.92134857274858
F,17,65.0071116700915
B,19,65.76396679367319
A,17,80.46152040501427
A,16,63.53634129550496
F,18,59.761485836453474
A,19,80.12882455891877
A,17,65.99919576794687
C,16,98.24392751893514
F,15,63.41750381126819
D,17,70.45727834383277
B,17,62.3133609548186
B,17,86.04614244227211
F,18,56.49220298048148
F,17,77.4749870155111
A,15,79.20900996719844
F,18,65.06464643977168
F,17,73.30651518308358
D,18,71.46487254337237
B,19,58.09796495011935
C,20,63.7738800750253
B,19,70.60821437105936
C,19,54.573363408300565
D,18,61.490696804245985
D,19,77.78534877904251
A,17,67.70603596376952
F,17,62.678670585506524
B,17,56.737561612353815
A,18,77.14985013036737
C,14,74.4717815557806
F,15,68.49173977811793
B,16,60.22610252986675
A,19,70.44140051312944
A,17,69.9246119401006
B,17,64.04436572627311
D,20,65.84037713118558
B,19,84.68205912918421
A,16,71.95476545805397
F,18,59.07178581072408
B,18,58.79330739710983
B,21,61.28562191781551
B,18,69.82174966336626
C,19,82.41478220779013
B,17,64.09796344597046
C,20,64.06707925376716
F,17,77.87921359101836
D,16,68.22060206875045
A,17,67.41607161480803
C,17,58.18744292593196
F,14,72.8854687970121
B,16,63.68114284363207
F,15,63.064501469124465
B,20,63.33864778378276
F,18,59.50154525469179
D,19,73.3665935684163
A,18,67.5217888524929
D,15,84.21956350241457
A,19,72.21307195765813
A,16,65.18686480509824
B,17,73.90289475471285
D,17,55.733861810663555
F,17,64.52992811761192
F,19,74.42544818239853
F,19,60.31855729586397
C,18,75.40301967222157
F,19,70.505460861722
D,18,77.46981475256446
F,16,73.17573753307327
D,18,78.66773586562402
B,17,62.853040022495094
B,18,59.874993471681066
F,17,57.256474012944246
B,18,72.12136521283357
A,19,60.23329574918239
B,17,67.90374151642733
A,18,69.28912204512639
D,21,71.59407492639424
A,17,75.15257637434746
C,20,67.62697336371154
F,17,62.63414771607762
B,16,72.53753924532938
D,15,63.82210637347287
C,16,54.03449279035495
D,18,63.225073592647014
F,19,77.87083030957781
F,17,71.77327138477631
A,20,82.25109347758863
A,19,67.21364118039973
C,17,70.15725126412008
B,17,74.94571756606621
B,20,76.79728226874123
B,16,63.52442488271556
C,19,53.70784873437539
D,19,64.3235078091536
D,18,77.7695105921422
F,20,85.51091238131626
F,18,62.33798542906845
B,19,67.56684327250468
C,16,79.64947127126825
C,18,72.19030685241584
D,18,70.34523173524954
D,17,69.90068282759057
F,18,80.09092630712274
C,19,63.54847651630252
B,19,67.32615008783922
F,19,56.43948229240947
C,15,61.504419574273705
D,18,56.03102032293002
D,16,60.658113242580285
C,18,71.86933037103343
C,16,80.88754028539975
C,17,72.33231658764701
F,18,67.77173553478562
F,17,78.81711697568508
A,17,70.99497269914708
F,17,65.24294318646314
B,18,84.11987560482147
A,16,67.7049872666901
A,20,62.59032348237906
D,15,68.24677704236643
D,17,81.84374236923074
D,17,45.582824933144735
D,17,55.56516907605331
C,17,78.15706659789512
D,18,74.53853088604349
A,17,78.00904883243197
A,18,54.9064197015428
C,17,71.200819280447
A,21,79.41448350318416
F,18,64.72924561152487
A,18,63.827436691075064
A,17,60.77977204772077
B,17,61.24416282654564
A,14,80.81278467821733
C,16,67.2615405549279
F,17,61.02262910956513
D,17,77.72034977250851
A,16,71.98418841507004
C,16,68.40171127470809
D,17,59.99596925460497
F,18,52.77888564285075
B,16,68.99113725888111
B,15,66.16297219546959
C,18,68.89312643640383
F,20,64.82920012351896
A,18,56.94442469072143
D,18,61.6500863712236
A,16,66.62774053889274
F,18,69.03846523165952
D,19,61.05711060635613
B,17,65.64310385506468
A,19,64.99296732462906
D,19,59.615353463354836
B,16,65.12177399119734
A,16,64.35345536421195
F,17,56.448830668988215
A,18,55.40549802614775
F,17,60.03551595469008
F,17,65.05855402602982
A,20,68.38876258236745
B,19,64.38860968133588
A,18,62.8301344365603
A,15,78.98278184200282
B,18,86.09388327549982
F,15,67.13559060919765
D,20,50.84855869995669
B,20,61.97435801774677
F,22,67.56510400436122
D,17,55.28834859802117
A,16,69.19620369762458
C,16,68.3209108073416
F,17,64.74591150611198
A,16,56.057351517298315
B,16,68.78705008414961
D,18,70.9434718541918
D,17,57.05052121235094
A,20,64.11717690781623
D,18,64.6542832035127
C,20,79.99005704134863
D,19,75.14634581737083
F,20,70.4446565593872
F,17,67.83716736503226
D,19,72.71906010409671
B,18,74.2491380779339
C,19,80.57254726368451
A,20,68.64233940588241
D,15,81.8980628405358
B,16,57.99989370159744
A,20,72.84629401004463
F,18,66.75744082297011
C,17,65.77850933164686
B,19,66.73402731611442
F,18,57.5522532032021
A,20,70.28039509328667
B,17,61.876283557395936
B,17,64.67574379709906
D,16,72.08435233676619
A,15,61.131306474608934
D,18,77.09859488114495
A,19,78.67896153929924
D,17,66.1018680872416
F,19,52.50727584341017
D,19,76.21191581470893
A,17,66.34967638833119
B,18,65.25915963901205
B,16,65.05922313556079
A,19,71.7995683773001
F,20,58.296113516858014
F,18,74.15412312152772
F,17,51.697316628894335
F,14,65.32815248592637
D,18,74.76858456417573
C,16,58.66171346558848
D,18,66.02961146125723
